ticker,name,close,change,change_abs,volume,market_cap_basic,price_earnings_ttm,sector,industry
NASDAQ:CBUS,CBUS,1.56,-1.2658227848101276,-0.020000000000000018,61231,84634526.96202531,,Technology Services,Information Technology Services
NASDAQ:EQ,EQ,1.42,6.766917293233071,0.08999999999999986,104433,84494580.30075186,,Health Technology,Biotechnology
OTC:ICABF,ICABF,0.0007,-30.000000000000004,-0.00030000000000000003,157,84430849.75721,,Consumer Services,Broadcasting
OTC:TRVR,TRVR,36.5,0,0,280,84422935.28275862,9.150162948107296,Finance,Regional Banks
NYSE:TGE,TGE,1.74,1.7543859649122824,0.030000000000000027,4932,84322261.0877193,,Finance,Financial Conglomerates
NASDAQ:RPTX,RPTX,1.96,1.5544041450777215,0.030000000000000027,117333,84199973.09844558,,Health Technology,Pharmaceuticals: Major
OTC:RRTS,RRTS,2.19,-8.75,-0.20999999999999996,681,83859474.28695655,,Transportation,Trucking
OTC:FPOCF,FPOCF,0.26554,-9.49556918882072,-0.027859999999999996,24134,83594679.92865,,Non-Energy Minerals,Other Metals/Minerals
NASDAQ:LASE,LASE,3.955,5.466666666666669,0.20500000000000007,185721,83495204.15600002,,Electronic Technology,Electronic Equipment/Instruments
OTC:FABP,FABP,40,-2.4390243902439024,-1,200,83411359.02439025,7.906544642327687,Finance,Regional Banks
NASDAQ:ASPC,ASPC,10.35,0,0,281,83369250,1125,Finance,Financial Conglomerates
OTC:TWMIF,TWMIF,3.86,-3.2581453634085293,-0.13000000000000034,3773,83361464.14414415,,Distribution Services,Wholesale Distributors
NASDAQ:CPHC,CPHC,16.375,5.305466237942117,0.8249999999999993,2214,83283705.24266025,535.1307189542484,Consumer Services,Movies/Entertainment
OTC:HEGLF,HEGLF,0.0271,746.8749999999999,0.023899999999999998,9000,83032160.33555555,,Non-Energy Minerals,Precious Metals
OTC:NMBF,NMBF,15.91,1.0158730158730167,0.16000000000000014,700,83003326.02191113,,Finance,Regional Banks
NASDAQ:SHIM,SHIM,2.35,0.6423982869379069,0.015000000000000124,5442,82991431.54175588,,Industrial Services,Engineering & Construction
NASDAQ:WIMI,WIMI,4.015,1.6455696202531518,0.0649999999999995,83940,82988482.62531644,3.7172484029256547,Technology Services,Packaged Software
OTC:SGQRF,SGQRF,0.2797,-31.04043392504931,-0.1259,400,82986993.72933334,2.4743552146129386,Energy Minerals,Coal
AMEX:MHH,MHH,7.04,1.2949640287769764,0.08999999999999986,7647,82960642.3942446,101.58730158730158,Commercial Services,Personnel Services
OTC:FMBN,FMBN,27,3.8461538461538463,1,931,82922775,,Finance,Regional Banks
NASDAQ:CLNN,CLNN,8.225,0.9821976672805411,0.08000000000000007,30175,82825508.65254757,,Health Technology,Pharmaceuticals: Major
OTC:WOSSF,WOSSF,0.12155,-17.59322033898304,-0.025949999999999987,1000,82721182.71083333,7.678474144736111,Consumer Services,Other Consumer Services
OTC:ABIT,ABIT,0.0202,6.31578947368421,0.0011999999999999997,454772,82719187.11578947,20.2,Commercial Services,Miscellaneous Commercial Services
NASDAQ:THCH,THCH,2.49,4.184100418410045,0.10000000000000009,354,82651047,,Finance,Financial Conglomerates
NASDAQ:DLHC,DLHC,5.74,1.056338028169023,0.0600000000000005,16654,82578323.04577465,18.11296939097507,Commercial Services,Personnel Services
OTC:IBTN,IBTN,28.38,0.9605122732123784,0.2699999999999996,845,82443901.99578057,,Finance,Regional Banks
NASDAQ:CCG,CCG,1.02,0.990099009900991,0.010000000000000009,38549,82390236.41584158,,Technology Services,Packaged Software
OTC:PMTYF,PMTYF,0.06955,-2.7952480782669484,-0.0020000000000000018,2000,82069001.77036363,44.40103293848016,Consumer Durables,Other Consumer Specialties
NYSE:GCTS,GCTS,1.4687,2.706293706293703,0.03869999999999996,143622,82041434.10293706,,Electronic Technology,Semiconductors
OTC:ATVVF,ATVVF,0.0095,-5.000000000000004,-0.0005000000000000004,3000,82029254.65384616,,Producer Manufacturing,Electrical Products
NASDAQ:CAPN,CAPN,10.47,0,0,1302,81980101,60.17241379310346,Finance,Financial Conglomerates
NYSE:OPAD,OPAD,2.6801,4.284046692607007,0.11010000000000009,3044593,81966999.99027239,,Technology Services,Internet Software/Services
OTC:PPBN,PPBN,37.73,0.21248339973439123,0.0799999999999983,700,81920700.00000001,8.502726822012889,Finance,Major Banks
OTC:ARRRF,ARRRF,0.389,0.010283833813255863,4.0000000000040004e-05,194235,81850623.91968504,,Non-Energy Minerals,Other Metals/Minerals
